OTUID,TOTAL,AD,AP,CON
7966f669971b26c2d74342a85e4c3880,16.44444444,0,23,26.33333333
79a9d2c3929074a416360f2c49d9e818,12.94444444,1.5,10.83333333,26.5
79e3e1a15fc3c30b2c6b9b0a46830a5a,0.388888889,0,1.166666667,0
7a171e8173fb3b2eebf9da24f94c4882,22.44444444,23.83333333,31.16666667,12.33333333
7a8561bed18f71eaf74b43d4d92d2176,14.72222222,22.66666667,14.66666667,6.833333333
7ab0f5fd995b7d157e375b1520f8c635,1.277777778,3.833333333,0,0
7ac5d6c23412507ac3b32e6d205c1aca,2.555555556,0,7.666666667,0
7af3bd38f0f164d41ea3c8afa361ef51,6.722222222,2.833333333,15.5,1.833333333
7ca8e4ee1186c7392d160a7dc543b6de,1.722222222,5.166666667,0,0
7e0317f7ea7da7ba2121b612bbee1602,0.277777778,0,0,0.833333333
7e3d9240b698c6bf8fc56676d35a7151,26.05555556,61.66666667,16.5,0
7f6014bee7c27dce9aa46dbe30ee4351,2.388888889,7.166666667,0,0
801703b9ac2077fb6039e27673fe9250,0.111111111,0,0.333333333,0
806700bc9b7d560422f7c164b3bd8e6d,14.72222222,0,32.66666667,11.5
8146deefacadef2055916d06c19a3abd,1.5,0,4.5,0
81d39a75c4b6f966a8d4e03decd37b35,0.5,0,0,1.5
81eb81acfe3c3b0fe1b0359689c88151,0.444444444,0,1.333333333,0
8234b5d702df430c632de9a72590849e,0.555555556,1.666666667,0,0
8281a4e3d20ba7701d1b22bc6a5cc274,1.555555556,4.666666667,0,0
83060f4da8b5d59469fa63dcb7fb9ae4,1.222222222,3.666666667,0,0
8383a9394d839568543ff7a5decb1956,18.05555556,15.16666667,25,14
838d0736efd9295506133747708054b9,0.666666667,0,0,2
8400b734c4ae6e29f117f0898c88e998,13.94444444,14.16666667,22.83333333,4.833333333
8431ce797c88c8ae073512bf2145e2ae,12.5,8.5,20.66666667,8.333333333
8475722b5af046e39bbcf71852911d88,0.555555556,1.666666667,0,0
850fc8381d6fc19a74e163682a3c65f4,2.388888889,5.333333333,0,1.833333333
851e5232eb7b349147288db209486f5f,7.222222222,21.66666667,0,0
853cddc1b946f0d43a0716ac206af2bd,0.555555556,0,0,1.666666667
8570b079ecb551d3b852a2decf2f34f6,1.166666667,3.5,0,0
85ed3d8c30f1cf7ad10a011d18724cab,0.944444444,0,2.833333333,0
88176c6a714b06d688c7281005f30f8e,0.055555556,0,0.166666667,0
886286b87bf39aded1a0a1fe156b4122,1.777777778,5.333333333,0,0
88ee1afef4d1eef84df08ed59359d002,0.888888889,0,0,2.666666667
893084e9acd8dab780c2194205954fda,0.222222222,0,0,0.666666667
89a6c15cf31792ba04d17860e9492227,46.5,94.33333333,0,45.16666667
8ae299fe8aa39820660e7e6746ff1aae,2.166666667,4.833333333,1.666666667,0
8bb80798528ee07dc94c4a66868cd392,15.05555556,19.83333333,21,4.333333333
8bee12c45f4dc4dfc7ade55870939c3d,0.777777778,2.333333333,0,0
8c8cd1cc4122ee8bbed77056f0065457,2.166666667,0,0,6.5
8cbb635faeb95440eb5b52abe134ac3d,295,381.5,390.8333333,112.6666667
8cef63ffe031742d411b2cf7039528d9,6.833333333,11,3.833333333,5.666666667
8d0c34bb6dc7de3524ce44b28eb15257,0.111111111,0,0,0.333333333
8d78ce934c43a8b36ce2c5ab4318a192,0.555555556,0,0,1.666666667
8e8d8626220eac1ef6f7fb2080aa938f,1.277777778,1.166666667,0,2.666666667
8e9e6e5f622f9a4a5196e7eea6fa6d7a,0.777777778,0,2.333333333,0
8eff78d0b5b6f6333392c4f9148cb540,17.72222222,49,1.666666667,2.5
90070bdb717e07254a704e23de24e334,4.722222222,12.5,0,1.666666667
9066cdf0811ee0e606b6f0ef73860609,0.222222222,0,0,0.666666667
90fc910ad1434734b1e55c6a5c7ab9eb,0.111111111,0,0,0.333333333
9171265989ee178c441ad28afbf9dffa,0.166666667,0.5,0,0
91d440a73841493d3eb3092b020e3319,0.111111111,0,0,0.333333333
92c3e9828b72f5125d67007e640f2785,0.555555556,1.666666667,0,0
9323bba95371261842328729e8a5c2fb,0.166666667,0.5,0,0
939ebd9bd7a6eae4062b93537a84c65d,7.166666667,0,0,21.5
942c85a5ce30e27155622d82ef326bc2,18.11111111,0,16.33333333,38
94ef16ff9afb7eb33a92518cb4c063cb,0.722222222,0,2.166666667,0
952c1fdc4c8295d4742b25f65e8c514a,28.33333333,16.33333333,34,34.66666667
95d3dbd617f91106ba8cc3bcb26f8d9b,0.722222222,0,0,2.166666667
96603dabde822238f48c2994b45788db,0.666666667,0,2,0
967238c58c08cdaadb0d9beb32588307,0.111111111,0,0.333333333,0
96f1df5356b17e2d4b6eefc878357fcb,123.4444444,45.66666667,224.1666667,100.5
971577d146be3b80cdc7fed9a7ef1533,9.277777778,6.166666667,21.66666667,0
973360718cfb0d1806d43527cb25adb3,40.33333333,121,0,0
97ccb7279e702b364b30af7401d483ef,6.444444444,0,0,19.33333333
987e547ebf8cab92d43f1d4dd99e0552,1.222222222,2.666666667,0,1
98c96cf1a8d4ce090682ec03dc56cc0f,21.55555556,29.83333333,34.83333333,0
98f02b7aa870b3d271333bc9660db91f,3.277777778,0,0,9.833333333
98fcc7e4135d41152d2db711de5c1255,9.166666667,5.5,18.16666667,3.833333333
9a9f34bd312afabc037651632ab4294c,1.388888889,0,0,4.166666667
9aa6b6dc6d70c5e763d47a4353144107,0.166666667,0,0,0.5
9b3495085364f87a3bbadad3fe0fe52a,4.5,1,8.166666667,4.333333333
9c27410265c4c0f8558f6d01a3282755,45.27777778,11,79,45.83333333
9c7bd185ed83458005e4f6cfd7f9a096,0.944444444,0,2.833333333,0
9d1231e9a3e3361b978bbff3c3b158a8,1.277777778,3.833333333,0,0
9d5e0ad5255570159134088975331f19,2.777777778,8.333333333,0,0
9d81ad3b3c4fa998c967ca91c2278849,0.111111111,0,0.333333333,0
9e194cf62ff1a0452c4436c017a595a5,0.111111111,0,0,0.333333333
9e1ac459c5d8f5495b61ae4fd3ca3f27,1.722222222,5.166666667,0,0
9e7125a102db8951720ec539b4e78113,0.611111111,0,0,1.833333333
9eae7c99eef0776c8920ba9ab0c2b8b4,0.611111111,0,0,1.833333333
a08e51322ac5413f32389f362e518aef,225.2222222,370.3333333,109.3333333,196
a0ed3c259f6fceaaed3ef1b212339fb9,8.833333333,15.83333333,2.833333333,7.833333333
a18f63fbb021cb27d0fa3fe66101b7ed,2.055555556,3.5,2.666666667,0
a1a801fa7a6a810bcaa95b672cc45d79,0.166666667,0.5,0,0
a1b177320d5a1f43a414ff5bf50d6490,8.444444444,23.66666667,1.666666667,0
a2219a9d615b767a7a93a2d7973dcc69,8.777777778,14.5,7.166666667,4.666666667
a25f3714d9c6e1182774b9f1708c264b,433.5555556,202,354.1666667,744.5
a30e6cf2f96f909077895294fe9cdb23,26.38888889,12,20.16666667,47
a33e83f023ba5e1cd862d4fb4860c07b,0.277777778,0,0.833333333,0
a395edbcb5a5d2fdd42e3a3baffd555d,1.611111111,2.5,0,2.333333333
a3aea2eefdb2882f03e08556a089f85c,20.88888889,0,62.66666667,0
a3ff16ae7ca90d2955fac77ebffc08e5,1.055555556,0,3.166666667,0
a47b4dc7cfdd15e4a610732ce5d2a494,15.61111111,15.33333333,9.833333333,21.66666667
a5b1bb2d17ef157e0f0dcf77b0276bd7,5,0,1.166666667,13.83333333
a5e2f15ca16051f06368b83adff956e3,0.944444444,0,2.833333333,0
a61f45cdf31d948cfec00ccb21bb98f1,0.555555556,1.666666667,0,0
a6bde860f1975c36c1c92f76851a0c6c,28,42.83333333,41.16666667,0
a6ec8ace9ba7d81d66cdb368ea2981b7,1,1.833333333,1.166666667,0
a71cdb983f4aa92f7986bbba79bdf852,147.0555556,91.83333333,256.8333333,92.5
a7a3757df1cc2c6c776b071cc2bb45e3,0.111111111,0,0.333333333,0
a7c079da939ab8ea89e4b4531c4e0588,3.611111111,2.333333333,8.5,0
a7fa662426ce3e2cae4b02bd81dbcd35,0.055555556,0.166666667,0,0
a83260ae5efd41945859904e88a99c81,0.388888889,0,0,1.166666667
a8c1c05eb02c629d48ea5650f8f49118,2,0,0,6
a8eb3e86e896febff5f3e223f84ba94b,19.61111111,18.66666667,13.83333333,26.33333333
a98806e7219f134139c7c08cb513dff0,56,44,62,62
a9a0015052b629976dfce94f3aa37c1c,1.722222222,0.666666667,1.166666667,3.333333333
a9e655b715af0d6d1678bfb882216f1e,1.666666667,0,1.833333333,3.166666667
aae071649568194b47df46feee11da03,0.444444444,0,0,1.333333333
ab44862dfbb39d25dd3f5f93a63244c7,33.44444444,46.16666667,34.83333333,19.33333333
ab562aadf89a7b6e0439c1309aac25c4,2.055555556,0,3.833333333,2.333333333
ab710f55903115ee90699942c8c803b2,1.611111111,4.833333333,0,0
ab7e99e2abf0e0abe74672af0eeb2dd3,0.722222222,2.166666667,0,0
ac1a97cb6ef73c044b75b06c16c343bc,112.8888889,55.16666667,195.5,88
acc18bd166c367b52d66b8300fe75431,3.555555556,0,0,10.66666667
ad7fef1eb05c4d800c4aa48761a6cfc2,0.333333333,0,0,1
adf57f5765096438bf7bbd04326d627a,0.277777778,0,0,0.833333333
ae36f0cd816a360f704fc02e23d77b28,3.888888889,1.5,8.333333333,1.833333333
ae3f6629c79d8e960dec7e51975b0a3d,0.111111111,0.333333333,0,0
ae7f6b4b755c6bbd1eea0fe8a466909f,1.166666667,0,3.5,0
af10a138550c12fd6312e6db89d4a813,0.111111111,0,0,0.333333333
af8d8c5035e2e91ae2e5f55c67224a88,2.666666667,1.166666667,6.833333333,0
b029c3969abc11b1fc37e198e5cd264e,15.88888889,0,41,6.666666667
b05cb6d606346e0838a1658e7f5d81cf,9.555555556,18.5,5.666666667,4.5
b11d516ae81b6b7b860daa2be226649a,0.277777778,0,0,0.833333333
b14865baa1e41907fdf5844a8be6ca38,2.055555556,0,0,6.166666667
b15d7a4b2fbf7682696a9ba03f953641,2,6,0,0
b1bc415e9c5d9d60f5e4dca30d4da9b7,0.111111111,0,0,0.333333333
b20b8aa4bd244d965316a278875a1469,326.4444444,253.8333333,358.5,367
b21bbd9f9a9ee207b793d76c06672371,23.55555556,9.333333333,17,44.33333333
b3dcc0fd3cd0c82ded1f95e29eb47ffe,0.277777778,0,0,0.833333333
b4cc321368085c41af257f75e83793b3,1.388888889,0,0,4.166666667
b4ec94217791dc0bab580d4288ade796,1.166666667,0,0,3.5
b529c8dda4b277b828ebe9b9bdc087bb,17.88888889,0,53.66666667,0
b58ea03fe3dc853f990238ff6e026e16,3.888888889,11.66666667,0,0
b5cb8a7e242db4016e15c5bf0943a9ce,0.388888889,0,0,1.166666667
b62296fda4210afbee8b33ffff02a04b,1.722222222,0,0,5.166666667
b6635d67cb594473ddba9f8cfba5d13d,9.722222222,24,5.166666667,0
b6c1a8ba78f65c4a4e96627ccc53ac86,2119.055556,2404.166667,3132.5,820.5
b6f5a4399f6bd346ea7f591db5595a02,0.388888889,0,0,1.166666667
b7409db20419d9921bb75f9b0129d9ad,7.777777778,15,8.333333333,0
b8aac847144c04285bc3bb3f60a2782f,14.11111111,42.33333333,0,0
b91b43523a9a623c12d1f6d81fe9109a,1.777777778,5.333333333,0,0
b9b10828ba7f31fb7ff57afdcdcb097a,4,0,0,12
baab695bd57246eb38ec8cbe91b87b20,164.0555556,131.3333333,190.3333333,170.5
bae39ec91c3bbfe88c9a61bdd9a3cd0a,0.666666667,0,0,2
bae742fe04fbc970339d15f8be7d5d0e,1.277777778,3.833333333,0,0
bae843c436b8cf33023622fdcf2fd7c9,0.722222222,0,0,2.166666667
bb6295910294ee12c63ceb279a77862c,1.055555556,0,3.166666667,0
bbcfe9ddd51ab083d446b0bb03f59068,0.111111111,0,0.333333333,0
bbf314ff5ed38dd900afce7ad8750a10,1.5,0,0.5,4
bc5355f3a294bc01a50e64cd8fdd2151,0.722222222,0,2.166666667,0
bc870ddc91fc262ea74d6247a1d07076,8.611111111,12.33333333,13.5,0
bccbf865db1bae1077517bd21170722d,7.222222222,6.666666667,12,3
bddee504424cb052101e5a151585d733,19.05555556,38.5,0,18.66666667
bf049c9a4193cfd12d1742544a6f764c,49.11111111,59.66666667,49,38.66666667
bf3c0011f140eaca642a4816236a5897,0.444444444,0,0,1.333333333
bf62a4ab99a8241d5a7c8a5b395c9bb0,1.444444444,4.333333333,0,0
bf72f1454587c6b069dfa8ff3e42ff84,13.61111111,20.5,15.83333333,4.5
c0028e84ca13284d9d090359d70675f3,8.666666667,0,26,0
c049ceac629663b633fcfb00df36d77c,0.611111111,0,1.833333333,0
c052a9548dafdb7e60155e80657eceeb,2.611111111,5.166666667,2.666666667,0
c08d56a2152f3584bc080b7234a0c6eb,0.277777778,0,0,0.833333333
c0a472775f09ea4c7c8618c1cccaddfd,4.388888889,13.16666667,0,0
c0ced053b7bc5a9f80a2def2ff5d208d,1,3,0,0
c129a59d5e98f814e0d02634b04f88d2,1.444444444,0,0,4.333333333
c1a63e2da7ca4e2a04fed8822dee335b,4.944444444,0,11.5,3.333333333
c1ed9ef4fcc459687603cc299ad66f57,5.055555556,3.5,2.333333333,9.333333333
c398ca4d4866208a95890ca567be7730,0.666666667,0,0,2
c433f31e4fe69a210d1081400785aa2e,0.833333333,0,0,2.5
c4fb58da9aff3c83c971c488ebd3cb70,2.222222222,6.666666667,0,0
c625a1db96ab91c4bc591c0964ad2e53,47,24.5,12.33333333,104.1666667
c68da04e2127a198e9df423c0f133308,3.777777778,3,2.666666667,5.666666667
c7257bd17077580eef9a39f461d4106d,11,23.16666667,3.666666667,6.166666667
c728a625f2af18289115ab4b7627ff71,0.333333333,0,0,1
c76f665700ef7f180098d2f07e135253,1.611111111,3.833333333,0.333333333,0.666666667
c7e9700eba384f1ae9d29e2a4225d3f5,2.5,1.5,6,0
c80631da280c0bb3921d4fd9e2f163b3,0.222222222,0,0.666666667,0
c8b7e5ee0a6ebe6aeea605224e9a491c,0.277777778,0.833333333,0,0
c9505132018840cefe4e0bddac4d9bec,0.388888889,1.166666667,0,0
c958cbbf678c72d81532c9524793133f,0.888888889,0,0,2.666666667
c98a88d7223d51f3036702ae226208e4,1.166666667,0,0,3.5
ca24aba12f71cec6b04f7c7bbf858970,0.333333333,1,0,0
cb7b937fdccf682f018b57aa6b9d92b2,15.22222222,0,0,45.66666667
cbcac742ee0fe0fc0887caec139df345,0.944444444,1.166666667,0,1.666666667
cc317363688ee459f5eabf6de028af01,0.111111111,0.333333333,0,0
cc317e92246b4428b3aee0ede910c48c,7.444444444,19.16666667,2.5,0.666666667
cc835cc7ebc38d0e1d73df0367a8a232,10.44444444,5.333333333,23.5,2.5
ccb2f7758da8224d78b4320a96557bf3,0.111111111,0,0,0.333333333
ccd8d159fb729f3445532bc326600d8d,1.5,0,0,4.5
cd33d521d1dfcb297336e993ca998d2d,3.444444444,0,0,10.33333333
cd80dd1cd9e3c865247031431704a396,1.722222222,0,0,5.166666667
ce186b1b765739648883b5233c15b2bc,1.888888889,0,0,5.666666667
ce2c967a3c7bf7381e7ae5d2835091a4,3,7.666666667,0,1.333333333
ce56a7072318d0d48b6d0cf11e232d16,4.222222222,12.66666667,0,0
cedd868c934a96c93be6be397d6906f3,0.222222222,0,0.666666667,0
cf027e595318e96b4d9b1f117910a192,0.277777778,0,0,0.833333333
cfb74a6ad6ae05af94a1dcea08532ee5,1.166666667,0,3.5,0
cffd8f7b44bd7d963294d60cc67092dd,0.666666667,2,0,0
d0a152210e2ca09c67ee88a1b3a26ab3,1.166666667,3.5,0,0
d0f41727c87529f0b22ed5754324f937,6.166666667,18.5,0,0
d187bafb45edd127a9c101cb07c20e09,3.111111111,9.333333333,0,0
d1b3c24bee11d73dd5a01f0747390e5b,0.111111111,0.333333333,0,0
d202f3307c961e13204522d055c7ce59,1.111111111,0,3.333333333,0
d216699703c6b92ccd7d442f757e4f73,0.111111111,0.333333333,0,0
d272bf25781448dde9031a24679a9012,355.5555556,360.8333333,394,311.8333333
d2a1963d56a6de56da5199954610f855,0.444444444,0,0,1.333333333
d2a42cbb202318280734739d972f7978,0.222222222,0,0,0.666666667
d2b123302fb5a94596cb2fe094c8dad7,2.222222222,6.666666667,0,0
d2db856518fd766a454c3e2f8e8679f0,125.1666667,26.16666667,207.6666667,141.6666667
d33d84f90d2924040cf2eb66c7abe2fc,4088.666667,2586.5,2979,6700.5
d45736b6f82debb4d08dfca41d6847da,1.444444444,0,2.5,1.833333333
d47c3e0c088f9573cf1fef5c3a32b048,11.38888889,24.83333333,7.333333333,2
d56eaa36a4b7bef8907a79d5b40dbf5f,0.333333333,0,1,0
d585fd2188706c6e80793a7b50b3a779,2.944444444,0,6.666666667,2.166666667
d5ec353771b0d1c54dfe52f2e2d9a089,0.111111111,0.333333333,0,0
d5f054df843833cf00325882a9d6f8a8,15.38888889,33.16666667,5,8
d69ec305e55c09fb5227943d19503f8b,0.444444444,0,1.333333333,0
d6f6819315230e8d29170aa908269c34,4.444444444,0,0,13.33333333
d7520dd99322ba43ae4332d331315af1,32.44444444,0,19.5,77.83333333
d81e5971134008e59c9a6753f80f12cd,0.222222222,0,0.666666667,0
d905189c7cc95dd740900394eacb4d9f,0.166666667,0,0.5,0
d9f8c1e1d4dae43bf4e90ddea0712d58,0.833333333,0,2.5,0
da341a94f4697dab148d34ccbdad9ed8,0.777777778,0,0,2.333333333
da894e460bcf635cf1b20e0c9361a4db,0.722222222,1.166666667,0,1
dae851685e5b5cce4b86f1d0f66641fc,0.222222222,0,0.666666667,0
db24050d1b1c55d82cc94544698c3670,55.77777778,3.5,32,131.8333333
db79c4d460a806bc26e762c2be4c76d4,0.277777778,0.833333333,0,0
dba42fd5fa555c066ec22372dd68225c,1.555555556,1.5,2,1.166666667
dbbe813b201ec15a7877822b79adb5b0,0.055555556,0,0.166666667,0
dc9cbbd1b7de998b82fea899957ca40a,0.055555556,0.166666667,0,0
dcd1ed4e7a5785653cfca1c50cc62cf2,14,17,25,0
dd743437a8d4cbd4fae3e2274b64e7fc,8.555555556,12.16666667,13.5,0
dd80586956db79d480f6a5cd69017286,2.166666667,0,5,1.5
ddf507751b49961b729adbcef3eaf3c7,1.5,2.5,0,2
de086ad2ea3d649a4a98cffd1c6d31a9,0.111111111,0,0.333333333,0
deabfa9b86859ef2403b750939009ee3,5.444444444,7.166666667,9.166666667,0
dee5f395664a71de3c2c34c4bfff411a,2.888888889,0,8.666666667,0
dfa833b266bd2993b86feab3617b34c3,1.611111111,1.5,0,3.333333333
e00af2fd551160e54cee46d7bb7cc763,0.555555556,0,0,1.666666667
e014683cd1c94833812146d299696709,0.555555556,0,1.666666667,0
e0b0a7ad510ead979385562710216501,0.277777778,0,0,0.833333333
e12cb15d3f1ac7cc13b68f6324088339,4.777777778,0,0,14.33333333
e175ffa8dcd0c86ee36d1cf2e0bb16e0,1.277777778,0,0,3.833333333
e1d098412c88700cbd3c119e7c62f2ca,2.944444444,0,8.833333333,0
e1e11bd34a38fa815033a3d66a912a2f,0.222222222,0,0,0.666666667
e29c99f8a4c9617e4ea6e88c27f33c92,0.666666667,0.833333333,1.166666667,0
e2eb5c0101662445b8fecbbc45b1c275,4.722222222,1.5,7.5,5.166666667
e304bdb0262a6b1d89d61b74cb36e168,2.333333333,7,0,0
e315aec29cb2e804509ed6df185ebb16,0.833333333,0,0,2.5
e399a15427ead6c8a6557f052e0fcd32,1.555555556,0,4.666666667,0
e3a1ce78be71c193d48a59ac3788a6fc,13.61111111,29,11.83333333,0
e3a7e679803930e26907d816d2e6b7b3,0.611111111,0,0,1.833333333
e41375bd06424fdf1659448e6416bfd2,353.3333333,423.1666667,223.8333333,413
e59eee9966629f136b8a5a48c7e64728,0.555555556,0,0,1.666666667
e64adc3e5db5e317355902efa6e1a28e,10.66666667,15.16666667,13.5,3.333333333
e68232c813113acedf433f2403824273,8.722222222,21.66666667,0,4.5
e6b05a69bc7fa8dc428caa3d409c9fbb,6.722222222,4.333333333,12.16666667,3.666666667
e6d0647a222b16af885e120a1cdee720,0.5,1.5,0,0
e7aa26a79f359504c44572a115aa826b,1.277777778,3.833333333,0,0
e8aaedc4c0d09855711590eaae9f2da6,0.222222222,0,0.666666667,0
e8ad6d88ff8cddfcfd8a4d724cee15e1,2.333333333,0,7,0
e8ed0907c731eee94b9cf18c7d2663dd,144.7777778,434.3333333,0,0
e94a9da4bdf2d1d6fd8b6216ea53a5ab,1462.666667,2085.166667,1757.5,545.3333333
e9b2dd709e597470d2d8ded16c2bad44,18.38888889,7.333333333,18.66666667,29.16666667
eaa1b8f83e64d38c1a2d60a817056d36,0.111111111,0,0,0.333333333
eabd41028b3b1a9535b2cfe48549ae7f,2.944444444,7.166666667,1.666666667,0
eb2a1bdda09ad78fccd11bbf24d218ac,1.333333333,0,0,4
eb68501e24a861edb62cad3324f965cf,2.5,1.833333333,0.333333333,5.333333333
ed9b4b764e352bbceae25babfc6f6acb,10.61111111,0,29.66666667,2.166666667
edc87298bf055f439613382eda59bb49,0.277777778,0,0.833333333,0
ee88800fb63646d8ffbffb52664c9ea7,0.333333333,0,0,1
ee906f614e4ebc7b3a733dddb7312508,1.555555556,1,3.666666667,0
eef5233fe8f458a87e488b0141cbf062,0.222222222,0,0,0.666666667
ef14bca2d48add8a0a2c6ed6d82df58c,2.111111111,6.333333333,0,0
efd16e2812ba5e6e2dac44acccf7ca0e,0.111111111,0,0.333333333,0
f085fc752da0d9f6b53bda5a3544d75e,2,3,0,3
f17a432d453766621511d977f2055939,0.722222222,0.666666667,1.5,0
f1af9421e9f77622ee75388247a564f5,0.166666667,0,0.5,0
f211fa3ad27d25782d9e790b71e3d355,0.833333333,0,0,2.5
f24661c2241ba01165750dce08c99208,0.388888889,1.166666667,0,0
f24fb97f9535ab02ce6f7913c70cc0ee,54.44444444,61.16666667,37.66666667,64.5
f29dd546a8a13a23d642556853baa9bc,10.16666667,19.83333333,10.66666667,0
f30e34615227fb494c91d21f07600494,0.111111111,0,0.333333333,0
f34fd15993e221eafdd334d97aebc8c9,0.388888889,0,1.166666667,0
f367f1804562637beda20b5f0f1844dc,8.5,0,12.5,13
f3af51f3f43889493bd30ca85a993721,0.5,0,0,1.5
f4443734566f96c1ab12e6e5b28b1e9b,1.444444444,0,2.166666667,2.166666667
f448b68d3f43ee04b9c47209ae186801,3.944444444,1.5,6.5,3.833333333
f49b6dab9667b7929bb08a81b4d58ab1,17.05555556,13.5,17.66666667,20
f4b946aa0c512befbc9abcc303de0c8c,1,0,3,0
f4fac2a0b9f60fc53422f64f8e1c4fd5,6.5,17,2.5,0
f4ff14d3f52ba2184c15467038504692,0.166666667,0,0.5,0
f5210c9c83b265473ce108300278d8bf,6.388888889,17.33333333,0,1.833333333
f59ee6e40c4438a5d32b2bd1e7a6c50b,0.111111111,0,0,0.333333333
f5dc601245b2bf7af6d9592b78f3306f,0.222222222,0,0.666666667,0
f615ac13e0ad288606206ef6e51ff00f,1.666666667,2.666666667,2.333333333,0
f6ab4281ac86631132d95041834e11c9,3.333333333,5,0,5
f6dff704745f31eac456a5be103981c8,9.388888889,22.83333333,5.333333333,0
f7d0518f8796d07ecdb3c489994f856f,0.5,0,0,1.5
f858bcb19c610e0187ebd60bda2d7c84,0.333333333,0,1,0
f85bb0a7fb3c6424429c7c02dba024d1,0.611111111,0,1.833333333,0
f864a9bb7b607fb3e1fa9c79b238c56d,0.333333333,0,0,1
f91d3b38973a1fa96271b404adbecbbc,0.277777778,0,0.833333333,0
f95f4498cbba179a0ee30f2ae73b98b8,0.222222222,0.666666667,0,0
f9e09116bd536c0a53c6f31d7ded2371,0.388888889,0,1.166666667,0
fa18371d7062793ea19a315790b69117,0.5,0,0,1.5
fa56c0d5b7183160f19ad598b8c108e2,5.555555556,3.166666667,12.5,1
faf31accab2461c7365cff2f5b58408e,2.833333333,0,8.5,0
fb07aa62419f07119874d68515a83da1,6.277777778,0,0,18.83333333
fb2395b2587180bb262f26c5bb10a5c2,54.72222222,124,38.33333333,1.833333333
fc7bca7e6ec63b7d0a2f9cd2f566a854,4.111111111,5,7.333333333,0
fd3f0ad2379a32c7bf86a3133e5b1879,16,6,26.16666667,15.83333333
fde66059cf3ed856e815c98d66b562b6,0.111111111,0,0.333333333,0
fe033ae5b9559770d1b4b40cfc3f41c0,80.66666667,182.8333333,16.5,42.66666667
fe119f8087ac2c3ec65a74b29d92c2a5,2.555555556,1.5,6.166666667,0
fe3932c155e9d06370740434d53dd491,3.777777778,0,11.33333333,0
fe5f196fca47cf421dcaf2106ff627bc,1.666666667,0,0,5
fe84fcb1126e45b77237b6cab44283fa,0.722222222,0,2.166666667,0
fecf5a38dc9e203a485cfef20640d579,0.5,0,1.5,0
ff4764132b8938ee8ba5cf5cd156be12,1.944444444,5.833333333,0,0
ff651bd7b0bf6148e158f353fc40b47d,1.888888889,1.5,2,2.166666667
ff74de69263e439518e4316d6d97440d,3.222222222,0,0,9.666666667
ffa86e7079d7cb07f856b11c71beb5c2,0.166666667,0,0,0.5
ffb64c1000d6bddd49e4d839ef69059c,2,0,0,6
ffc36e27c82042664a16bcd4d380b286,1.388888889,4.166666667,0,0